created_at,text,emotion
2022-05-20T05:07:51.000Z,not many are saying this......satellite!!,surpise
2022-05-20T05:07:51.000Z,ranking*,joy
2022-05-20T05:07:51.000Z,harry’s house is worth the wait,fear
2022-05-20T05:07:51.000Z,Absolutely obsessed. I can’t even pick a top 3 right now. 🤯🥰,fear
2022-05-20T05:07:51.000Z,Ma è la sigla di AntFarm,joy
2022-05-20T05:07:52.000Z,Bridget don't interact,joy
2022-05-20T05:07:52.000Z,Matilda is for sure about his younger self figuring out the one direction break.,fear
2022-05-20T05:07:52.000Z,OKAY BUT CAN WE TALK ABOUT DAYDREAMING Night Talking,joy
2022-05-20T05:07:52.000Z,Me too,joy
2022-05-20T05:07:53.000Z,"Wow... Sonically, this album is amazing. I love how it is just different than anything else I have heard in a long time. is the perfect ending! Gonna camp out on the couch at Harry's House!!",fear
2022-05-20T05:07:53.000Z,Yeah actually cinema is too 5,surpise
2022-05-20T05:07:53.000Z,Late Night Talking 🛐🛐🛐🛐🛐🛐🛐🛐🛐,sadness
2022-05-20T05:07:53.000Z,MATILDA LITTLE FREAK AND GRAPE JUICE THO- AUGHHHDJDJJXXJX,joy
2022-05-20T05:07:55.000Z,I can see you’re lonely down there 🎶,sadness
2022-05-20T05:07:55.000Z,SATELLITE,joy
2022-05-20T05:07:55.000Z,"SATELLITE WTF??=?÷,¿#/¿#¿^*",joy
2022-05-20T05:07:55.000Z,raise your hand if you've been personally victimized by Matilda😭,joy
2022-05-20T05:07:55.000Z,The whole vibe of this album is just… 🤌🏼,fear
2022-05-20T05:07:55.000Z,i’m obsessed as expected,joy
2022-05-20T05:07:55.000Z,SATELLITE HARRY NO MMS CABRON 🕺🏽🕺🏽🕺🏽🕺🏽🕺🏽🕺🏽,fear
2022-05-20T05:07:56.000Z,he’s securing that aoty,fear
2022-05-20T05:07:56.000Z,“Should we just keep driving?”,fear
2022-05-20T05:07:56.000Z,i never thought i would cry to a song called little freak but here we are,surpise
2022-05-20T05:07:56.000Z,OUT NOW!!,joy
2022-05-20T05:07:57.000Z,We are like... 💛,joy
2022-05-20T05:07:57.000Z,VIDEO👉,joy
2022-05-20T05:07:57.000Z,Thank u for the free promo Film Updates,joy
2022-05-20T05:07:57.000Z,I am 100% sure Matilda and Boyfriends was written for me,fear
2022-05-20T05:07:57.000Z,i am SOBBING.,sadness
2022-05-20T05:07:57.000Z,this really not accurate at all bc i rearranged it like 6 times before posting it and now within just 3 mins of posting i’m thinking grapejuice should be up here,surpise
2022-05-20T05:07:58.000Z,can’t wait to yell “you pop when we get intimate!” next to my dad when we go to hslot together 💀,surpise
2022-05-20T05:07:57.000Z,—the only thing that matters today is and nothing else.,surpise
2022-05-20T05:07:57.000Z,Alaaaaaa AMEEE Satellite,joy
2022-05-20T05:07:58.000Z,keep driving,fear
2022-05-20T05:07:58.000Z,or tae does a vlive!!! as usually turn on his recent playlist and just vibes with his tiny dance and recommend us with one of his fav track on ah too many what ifs on my mind rn,surpise
2022-05-20T05:08:00.000Z,i will reiterate it EVERY DAY this is harry’s best album!!!,joy
2022-05-20T05:07:59.000Z,"TIL Harry Styles fans made Spotify crashed following the release of new album,  .",surpise
2022-05-20T05:07:59.000Z,"is that album from Music For a Sushi Restaurant to Love Of My Life it’s catchy, groovy and intriguing.",fear
2022-05-20T05:07:59.000Z,Satellite,joy
2022-05-20T05:07:59.000Z,OK HERES MY FAVES NOT IN A CERTAIN ORDER,fear
2022-05-20T05:07:59.000Z,Me during work tmmw bc imma be jamming this out and imma play it in the speaker for everyone to hear,fear
2022-05-20T05:08:00.000Z,Bit * I cannot spell at the moment,fear
2022-05-20T05:08:00.000Z,Se viene Boyfriends,joy
2022-05-20T05:08:00.000Z,okay but he said wipe your tears and vibe to cinema,surpise
2022-05-20T05:08:00.000Z,I’M FINALLY LISTENING TO HARRY’S HOUSE. AHH.,fear
2022-05-20T05:08:00.000Z,cryin or whateva,joy
2022-05-20T05:08:00.000Z,MATILDA 🥺🥺🥺 IM CRYING,joy
2022-05-20T05:08:01.000Z,Satellite makes me wanna !!!!!!!,sadness
2022-05-20T05:08:01.000Z,good ass album,joy
2022-05-20T05:08:02.000Z,I am speechless omg🥲🫶 ily Harry,fear
2022-05-20T05:08:02.000Z,SATELLITE GOT ME LIKEEEE…,joy
2022-05-20T05:08:02.000Z,babe,joy
2022-05-20T05:08:03.000Z,Spinning out waiting for you to pull me in,surpise
2022-05-20T05:08:03.000Z,Listening to Matilda again,joy
2022-05-20T05:08:03.000Z,Okay faves after first listen: Late night talking Daydreaming Satellite &gt;&gt;&gt;,surpise
2022-05-20T05:08:04.000Z,CHE BELLA KEEP DRIVING,fear
2022-05-20T05:08:04.000Z,The way this man won me over with just one line 😭❤️,fear
2022-05-20T05:08:04.000Z,"Satellite, love of my life, daylight",joy
2022-05-20T05:08:04.000Z,me listening to matilda:,joy
2022-05-20T05:08:05.000Z,I only know as it was so I guess that one,surpise
2022-05-20T05:08:04.000Z,you broke me,surpise
2022-05-20T05:08:05.000Z,It kinda doesn't match,joy
2022-05-20T05:08:05.000Z,"In this world , it’s just us You know it’s not the same As it was 💫",joy
2022-05-20T05:08:06.000Z,Satellite:,joy
2022-05-20T05:08:06.000Z,"Satellite is a whole mood, I loveeee it",sadness
2022-05-20T05:08:06.000Z,"Okay but Harry. You managed to write an album with honest problems that everyone has been through or is going through atm. Thank you for being so honest with us and sharing your emotions, I’m just blown away",fear
2022-05-20T05:08:07.000Z,Harry’s House feel like,fear
2022-05-20T05:08:08.000Z,Late night talking got me like,sadness
2022-05-20T05:08:07.000Z,"just as i thought, Matilda ruined me",surpise
2022-05-20T05:08:08.000Z,oh my god your TASTE,joy
2022-05-20T05:08:08.000Z,you can let it go you can throw a party full of everyone you know and not invite your family cause they never showed you love you don't have to be sorry for leaving and growing up,sadness
2022-05-20T05:08:08.000Z,“Baby you were the love of my life”,joy
2022-05-20T05:08:08.000Z,AUN NO ME SALE en SPOTIFYYYY,joy
2022-05-20T05:08:08.000Z,I’m never going to shut up about,anger
2022-05-20T05:08:10.000Z,"all of them, pop crave 😔",joy
2022-05-20T05:08:11.000Z,Oh I love love love this one Satellite,joy
2022-05-20T05:08:11.000Z,that’s it,joy
2022-05-20T05:08:11.000Z,"""You don't have to be sorry for leaving and growing up"" 🥲",sadness
2022-05-20T05:08:11.000Z,I CLAIMED SATELLITE,surpise
2022-05-20T05:08:12.000Z,daydreaming got me feeling SOME TYPE OF WAY,fear
2022-05-20T05:08:12.000Z,Harry Styles learned lots while dating Taylor Swift about making sounds that illicit endorphins. That and listening to Prince. Summer vibes and sounds that *feel* great. ✨,joy
2022-05-20T05:08:13.000Z,a lot of upbeat songs on hs3. we love happy harry. the melody of daydreaming is so upbeat.,joy
2022-05-20T05:08:13.000Z,My immediate first thought when I first listened 💀,surpise
2022-05-20T05:08:13.000Z,harry must have been real hungry while writing this album,sadness
2022-05-20T05:08:14.000Z,i think the cassettes were such a good merch piece for this new era because they fit so well with the vibe of . it’s giving rollerblading down the street listening to some bop music and i love that.,joy
2022-05-20T05:08:14.000Z,MUSIC FOR A SUSHI RESTAURANT IS SUCH A BOP,fear
2022-05-20T05:08:14.000Z,"well deserved, he’s about to be again",joy
2022-05-20T05:08:15.000Z,it's cause i love you babe in every kind of way,joy
2022-05-20T05:08:15.000Z,Daydreaming makes me feel like I'm on cloud 9,sadness
2022-05-20T05:08:15.000Z,"you can let it go, you can throw a party full of everyone you know, you can start a family who will always show you love, you don't have to be sorry for doing it alone.",sadness
2022-05-20T05:08:16.000Z,I think Matilda hits too hard in a way that I can’t fully process through my excitement,anger
2022-05-20T05:08:16.000Z,MOOD: 💛,sadness
2022-05-20T05:08:16.000Z,No not at all,joy
2022-05-20T05:08:16.000Z,Am i okay? 🏠 🏠 🏠🏠🏠🏠 🏠 🏠 🏠 🏠 🏠 🏠 🏠 🏠 🏠 🏠 🏠 🏠 🏠🏠🏠🏠,joy
2022-05-20T05:08:17.000Z,MATILDA IS THE ONLY CORRECT ANSWER,joy
2022-05-20T05:08:16.000Z,I'M LOVING DAYDREAMING 😍 make it next single pls it's giving me late 80's,sadness
2022-05-20T05:08:16.000Z,I really really like Satellite,surpise
2022-05-20T05:08:16.000Z,me rn crying and dancing at the same time,fear
2022-05-20T05:08:17.000Z,I cant choose. Daydreaming and daylight and satellite and keep driving and boyfriends and late night talking and track 1 and cinema,sadness
2022-05-20T05:08:17.000Z,I'M HOME,sadness
2022-05-20T05:08:17.000Z,Satellite te amo,joy
2022-05-20T05:08:18.000Z,Yes giving 10s,sadness
2022-05-20T05:08:17.000Z,y’all don’t like the album ?!!?! 😦 dang i like it,anger
2022-05-20T05:08:17.000Z,That album is art.,joy
2022-05-20T05:08:18.000Z,Keep Driving!!!!,fear
2022-05-20T05:08:18.000Z,matilda do be hurtin me tho😌,joy
2022-05-20T05:08:18.000Z,"first listen faves for are late night talking, matilda, daydreaming, &amp; satellite also really like the instramentals for cinema &amp; music for a sushi restaurant",surpise
2022-05-20T05:08:18.000Z,Wow! Phenomenal! Amazing! Spectacular! I’m in love!!!! 😍😍 Bravo!,surpise
2022-05-20T05:08:18.000Z,so this song came at the right time for me,surpise
2022-05-20T05:08:20.000Z,Ok pero✨SATELLITE✨,joy
2022-05-20T05:08:19.000Z,ITS SO FUCKING AMAZING OMG,surpise
2022-05-20T05:08:20.000Z,Tough list to come up with tbh,fear
2022-05-20T05:08:20.000Z,My claimed track y’all.,surpise
2022-05-20T05:08:20.000Z,Harry Styles’ new album…… 10/10 😩🙌🏼,fear
2022-05-20T05:08:21.000Z,I went and bought the CD this morning and my little car was BOPPING,fear
2022-05-20T05:08:22.000Z,oh wow. love of my life...oh wow harry. oh wow.,surpise
2022-05-20T05:08:22.000Z,Wow…just wow…,joy
2022-05-20T05:08:22.000Z,"""I will always love you"" ❤️‍🩹 -Keep Driving, Harry Styles",fear
2022-05-20T05:08:21.000Z,Stay GREEN a little while You bring BLUE lights to dreams ;),sadness
2022-05-20T05:08:23.000Z,"I will eat, sleep, breathe Harrys House",fear
2022-05-20T05:08:23.000Z,"Okay, so I heard all the songs. I still am not ready yet to choose my favorite tune but I am happy that this album didn't make me cry full-on (like fine line did). The song that broke me is Matilda because the lyrics are what I relate to the most.",joy
2022-05-20T05:08:23.000Z,this album gave me whiplash 😭 went from,fear
2022-05-20T05:08:23.000Z,they all hurt my ears.,sadness
2022-05-20T05:08:24.000Z,matilda is so sad and then goes straight into cinema talk about WHIPLASH,sadness
2022-05-20T05:08:24.000Z,Overall the album is so different. I love how is exploring music and with the new release we notice something different but it is not completely different that made you feel like a stranger to his music. I am really excited to hear these tunes live now,sadness
2022-05-20T05:08:24.000Z,just listening to little freak it’s so beautiful like a lullaby really,joy
2022-05-20T05:08:24.000Z,matilda even though i cried so so much to it,sadness
2022-05-20T05:08:24.000Z,"cocaine, side boob, choke her with a sea view",joy
2022-05-20T05:08:24.000Z,Satellite 10/10,joy
2022-05-20T05:08:24.000Z,Late night talking raga&lt;3,sadness
2022-05-20T05:08:25.000Z,pov me after listening to matilda,joy
2022-05-20T05:08:25.000Z,waiting for now!!!,surpise
2022-05-20T05:08:25.000Z,LOVE OF MY LIFE--😭😭😭,joy
2022-05-20T05:08:26.000Z,Top 3 - late night talking - cinema - grapejuice 💗💗💗,surpise
2022-05-20T05:08:26.000Z,The holy trinity,joy
2022-05-20T05:08:26.000Z,grapejuice ofc,joy
2022-05-20T05:08:26.000Z,Can't pick but Matilda rn,joy
2022-05-20T05:08:26.000Z,Grape juice,joy
2022-05-20T05:08:26.000Z,TODAS LAS JOYAS DE HARRY'S HOUSE AAAAA😭,fear
2022-05-20T05:08:26.000Z,In love with it... Can't wait to hear it live,joy
2022-05-20T05:08:26.000Z,harry was fully giving china anne mcclain with music for a sushi restaurant and i’m here for it,fear
2022-05-20T05:08:26.000Z,Def my fav off the album so far 🏡💚,fear
2022-05-20T05:08:27.000Z,"SIGUE EL ""TO BOYFRIENDS EVERYWHERE, FUCK YOU""",joy
2022-05-20T05:08:27.000Z,my boyfriend is my satellite im crying right now i love him so much thank you harry lol this is so cute,joy
2022-05-20T05:08:28.000Z,"Late Night Talking , Little Freak, Music for a Sushi Restaurant and Daydreaming",sadness
2022-05-20T05:08:28.000Z,‘Satellite’,joy
2022-05-20T05:08:29.000Z,When the melody &amp; harmony are so much sweeter than the lyrics…Boyfriends. Those harmonies are soothing to the soul like a comforting balm.,sadness
2022-05-20T05:08:29.000Z,Matilda Daydreaming,joy
2022-05-20T05:08:29.000Z,Satellite 🛰,joy
2022-05-20T05:08:29.000Z,LITTLE FREAK,joy
2022-05-20T05:08:29.000Z,THIS ALBUM IS SO LARRY I CAN'T ANYMORE,joy
2022-05-20T05:08:30.000Z,"""You don't have to be sorry for leaving and growing up""",sadness
2022-05-20T05:08:29.000Z,satellite!!🥺,joy
2022-05-20T05:08:30.000Z,"""YOU DON'T HAVE TO BE SORRY FOR LEAVING AND GROWING UP""",sadness
2022-05-20T05:08:31.000Z,LITERALMENTE A NO SKIP ALBUM,anger
2022-05-20T05:08:30.000Z,This is actually good believe it or not. We all were expecting a 5 or lower from them,joy
2022-05-20T05:08:31.000Z,Music for a sushi restaurant is cute and quirky… I’m interested now,joy
2022-05-20T05:08:31.000Z,All of them,joy
2022-05-20T05:08:31.000Z,i like it when you dance for me oooh como me cague de la risa ajfkahkdhs,fear
2022-05-20T05:08:32.000Z,faves as of right now are Keep Driving and Satellite but the whole album is so good!!!!!,fear
2022-05-20T05:08:32.000Z,i’ve also had a sneaking suspicion for a while that harry snuck the sound of christmas bells into the end of As It Was partially so he’d get prime christmas time commercial opportunities,fear
2022-05-20T05:08:32.000Z,currently at,joy
2022-05-20T05:08:32.000Z,Satellite ❤️‍🩹,joy
2022-05-20T05:08:32.000Z,Ahhhh 2 more songs!!!!,joy
2022-05-20T05:08:32.000Z,Absolutely obsessed. I can’t even pick a top 3 right now. 🤯🥰,fear
2022-05-20T05:08:33.000Z,my thoughts on each song &lt;3,fear
2022-05-20T05:08:33.000Z,I can only listen to when I get back from work because the first listen needs my undivided attention 😭 but I’m so exciteddddd,surpise
2022-05-20T05:08:33.000Z,In Harry Styles we trust 🧎🏼‍♀️,fear
2022-05-20T05:08:34.000Z,THE CONVERSE.,joy
2022-05-20T05:08:34.000Z,LOVE OF MY LIFE IS COMING,joy
2022-05-20T05:08:34.000Z,FUCKING ALL OF TNME,joy
2022-05-20T05:08:34.000Z,"top 5 of late night talking, grape juice, cinema, daydreaming, satellite",surpise
2022-05-20T05:08:35.000Z,feelings:,joy
2022-05-20T05:08:36.000Z,Why are you calling him that??? His a singer first and foremost And u could call him my policeman star,surpise
2022-05-20T05:08:36.000Z,Matilda being between little freak and cinema was just hurtful…. harry are you paying for my therapy now or????,fear
2022-05-20T05:08:36.000Z,screaming crying throwing up punching the wall,anger
2022-05-20T05:08:36.000Z,does not have ONE skip,sadness
2022-05-20T05:08:36.000Z,Maybe little freak and love of my life and grapejuice,joy
2022-05-20T05:08:36.000Z,in conclusion: - fave album? - he’s so good at his job - this is going to be so fun live,joy
2022-05-20T05:08:37.000Z,woah that fast🕺🏻,joy
2022-05-20T05:08:36.000Z,SE VIENE BOYFRIENDSSSSSSS AAAAAAAAAAAA,joy
2022-05-20T05:08:37.000Z,BOYFRIENDS I'M NOT READY,joy
2022-05-20T05:08:38.000Z,Girl,surpise
2022-05-20T05:08:38.000Z,why sleep when is out,joy
2022-05-20T05:08:39.000Z,"On the Harry Styles' YouTube channel for the listening party; with the lyric videos from Sitting with 21k people at the moment waiting for ""Boyfriends"" to start",fear
2022-05-20T05:08:39.000Z,Tyler Johnson it's exceptional! 💜🏠,joy
2022-05-20T05:08:40.000Z,"the melodies, the LYRICS. A MASTERPIECE IS BORN &lt;3",surpise
2022-05-20T05:08:40.000Z,is full of familiar furniture. And that's ok,joy
2022-05-20T05:08:41.000Z,is still the ONE,joy
2022-05-20T05:08:41.000Z,SATELLITE,joy
2022-05-20T05:08:41.000Z,THANK YOU HARRY FOR THIS MASTERPIECE I'm gonna listen to the entire album on repeat 🔁,fear
2022-05-20T05:08:41.000Z,me when i first heard Music for a Sushi Restaurant,surpise
2022-05-20T05:08:41.000Z,Track 12 - Boyfriends (The song that I look forward to hear),joy
2022-05-20T05:08:41.000Z,BEST ALBUM EVER. &lt;3,surpise
2022-05-20T05:08:41.000Z,matilda sushi little freak,joy
2022-05-20T05:08:41.000Z,Also me,joy
2022-05-20T05:08:42.000Z,has no skips. Send tweet.,fear
2022-05-20T05:08:42.000Z,harry's hitting so hard with those little ASMRs at the beginning of every song i don't know if i want to sleep or listen to the album,anger
2022-05-20T05:08:43.000Z,"AMAZAYN, FABULOUIS, BRILLIAM, PHENOMENIALL, EXTRAORDINHARRY",joy
2022-05-20T05:08:43.000Z,why does music for a sushi restaurant sound just like the ant farm intro…,fear
2022-05-20T05:08:44.000Z,"I have no words. I’m so fucking proud of you, this album felt really really special, I connected with you even more. I love you, I admire you and Im very proud of this work, you keep doing it bigger and bigger everytime. KEEP SHINING, WE FOLLOW",joy
2022-05-20T05:08:45.000Z,Little Freak and Daylight &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,joy
2022-05-20T05:08:45.000Z,its been out for ONE FUCKING OUR,joy
2022-05-20T05:08:45.000Z,love of my life? grapejuice?? matilda??? late night talking????,joy
2022-05-20T05:08:45.000Z,harry outdid himself. again. aoty.,sadness
2022-05-20T05:08:45.000Z,I AGREE SO HARD MEG,anger
2022-05-20T05:08:44.000Z,the way this album has me in a chokehold,joy
2022-05-20T05:08:46.000Z,literally what the actual fuck,joy
2022-05-20T05:08:46.000Z,"WHAT A FUCKING MASTERPIECE MAN, I FUCKING LOVE YOU ❤",joy
2022-05-20T05:08:46.000Z,satellite 🛰 cukup catchy 🛰,joy
2022-05-20T05:08:46.000Z,grabeee love u gave us another masterpiece &lt;33,joy
2022-05-20T05:08:46.000Z,SAMEEEE,joy
2022-05-20T05:08:46.000Z,Faster than the girl with 1000 albums,surpise
2022-05-20T05:08:47.000Z,All the songs are my favourite! HELP,joy
2022-05-20T05:08:47.000Z,satellite is the best song on harry’s house it’s an indisputable fact thank you goodbye,fear
2022-05-20T05:08:48.000Z,"✨This is my magical 4 right here✨ I loved every song on this album, but these are probably up there as my 4 favourite Harry songs of all time.",fear
2022-05-20T05:08:48.000Z,"""I won't pretend that I've been doing everything I can to get to know your creases and your ends"" 😭😭😭",anger
2022-05-20T05:08:48.000Z,you don't have to be sorry for leaving and growing up,sadness
2022-05-20T05:08:49.000Z,Omg I’m so excited for boyfriends AHHH,surpise
2022-05-20T05:08:49.000Z,OMG SATELITE OMG,surpise
2022-05-20T05:08:50.000Z,BRB gonna go listen to cause I love supporting my besties fave 🥹👏🏽👏🏽👏🏽👏🏽 and jenni lmao,joy
2022-05-20T05:08:50.000Z,I hate for making me cry and dance at the same time. I CAN NOT DECIDE WHAT MY FEELINGS ARE,sadness
2022-05-20T05:08:51.000Z,Todas las fans de Harry styles escuchando harry's House en YouTube,fear
2022-05-20T05:08:51.000Z,I’M HOME,sadness
2022-05-20T05:08:51.000Z,Top 5 after listening for the 1st time cinema satellite grapejuice love of my life late night talking,joy
2022-05-20T05:08:51.000Z,The album is so beautiful,joy
2022-05-20T05:08:52.000Z,Intro is funky... it's good and I was not expecting it at all 😭 probably 8.5/10,joy
2022-05-20T05:08:52.000Z,So do I 🙊,joy
2022-05-20T05:08:52.000Z,My favorite!!!,joy
2022-05-20T05:08:52.000Z,what are your thoughts on your opinion is the only one that matters,fear
2022-05-20T05:08:52.000Z,nah Matilda has no right to be this sad,sadness
2022-05-20T05:08:52.000Z,Me quickly wiping my tears after Matilda so I could jam to Cinema….🥹,sadness
2022-05-20T05:08:52.000Z,ngl i cried with this morning watching the today show,surpise
2022-05-20T05:08:53.000Z,Satellite 🛸- the tiktok girlies need to get on this sound ASAP ROCKY.,sadness
2022-05-20T05:08:53.000Z,You can start a family that will always show you love,joy
2022-05-20T05:08:53.000Z,HE SAID HUGO FUCK YOU AND CRY,joy
2022-05-20T05:08:53.000Z,album of the year!☝🏽☝🏽TRUST,joy
2022-05-20T05:08:53.000Z,"to all the boyfriends out there, fuck you",joy
2022-05-20T05:08:53.000Z,“I was thinking about who you are” 🥹🫶🏻,surpise
2022-05-20T05:08:54.000Z,Everyone comment your ranking of,joy
2022-05-20T05:08:54.000Z,IM HOMEEEEEEEE,joy
2022-05-20T05:08:54.000Z,“You lay with him as you stay in the daydream you feel a fool you’re back at it again”,anger
2022-05-20T05:08:54.000Z,The one that ended my fav mustin,fear
2022-05-20T05:08:55.000Z,haven’t listened yet and probably won’t at all lol,fear
2022-05-20T05:08:55.000Z,There's only two songs left nooooo,joy
2022-05-20T05:08:55.000Z,love night talking grapejuice as it was daylight matilda cinema daydreaming boyfriends love of my life,joy
2022-05-20T05:08:55.000Z,DAYDREAMING,joy
2022-05-20T05:08:55.000Z,i love a good 3 song run 🥹,joy
2022-05-20T05:08:56.000Z,SATELLITE TE RE AMO 🫶🏼,joy
2022-05-20T05:08:56.000Z,Can someone date me and then break it off so I can listen to 'Boyfriends' and get the full effect,surpise
2022-05-20T05:08:57.000Z,heard LA in satellite,joy
2022-05-20T05:08:57.000Z,Ok it’s time for,joy
2022-05-20T05:08:58.000Z,"wow that was… A ROLLERCOASTER OF AMAZING EMOTIONS! LOVE LOVE LOVED IT, is gonna be on repeat for the entire summer!",joy
2022-05-20T05:08:57.000Z,I'M LOVING DAYDREAMING 😍 make it next single pls it's giving me late 80's vibes,sadness
2022-05-20T05:08:57.000Z,"SPINNING OUT WAITING FOR YA, TO PULL ME IN",surpise
2022-05-20T05:08:58.000Z,mood:,sadness
2022-05-20T05:08:58.000Z,DAYLIGHT YOU GOT ME CURSING THE DAYLIGHT,joy
2022-05-20T05:08:58.000Z,That was the BEST MOST EXHILARATING BEAUTIFUL AMAZING HEARTBREAKING HEART FULFILLING TEARFUL JOYFUL SAD HAPPY 41 minutes 59 seconds of my life truly a no skip fucking out of this world album,joy
2022-05-20T05:08:59.000Z,No further explanation needed.,joy
2022-05-20T05:08:59.000Z,just sayin,joy
2022-05-20T05:09:00.000Z,us during that song: 👁🫦👁,joy
2022-05-20T05:09:00.000Z,hall &amp; oates david bowie queen psychedelic glam rock,fear
2022-05-20T05:09:00.000Z,Because it was too damn gooooooooddddd,joy
2022-05-20T05:09:01.000Z,"grapejuice, cinema and daydreaming 🤌",joy
2022-05-20T05:09:01.000Z,I can't with him why black &amp; white with the pastel background 😭,fear
2022-05-20T05:09:02.000Z,also yes ik u don’t snort meth i’m sorry 😭,sadness
2022-05-20T05:09:02.000Z,daylight,joy
2022-05-20T05:09:03.000Z,music for a sushi resturant reminds me so much of did i mention from descendants,joy
2022-05-20T05:09:02.000Z,“YOU NEVER SAW MY BIRTHMARK”,joy
2022-05-20T05:09:02.000Z,"sounds like lorde wrote an album, harry sang it, and mark ronson produced it. 10/10",fear
2022-05-20T05:09:04.000Z,"was sad, horny and comforting all at the same time? I LOVED it 🥹😫😭",sadness
2022-05-20T05:09:05.000Z,SICK TO BONES😤,sadness
2022-05-20T05:09:05.000Z,"felt like home, felt like he had me wrapped in a hug and was comforting me",sadness
2022-05-20T05:09:05.000Z,I told whit Harry 'bout my issues and he wrote Matilda🥹,fear
2022-05-20T05:09:05.000Z,harry styles' whole thing is that he's in his late 20s and can finally admit to having had sex. our greatest white artist. 7.2,fear
2022-05-20T05:09:05.000Z,I'm Egyptian Love u harry,joy
2022-05-20T05:09:06.000Z,Satellite 💫,joy
2022-05-20T05:09:06.000Z,Ted Lasso,joy
2022-05-20T05:09:06.000Z,"MUSIC FOR A SUSHI RESTAURANT,DAYDREAMING Y CINEMA, aun no escucho Love of my life pero se q me encantar CRJJJ",joy
2022-05-20T05:09:07.000Z,"After listening to the entire album, Late Night Talking gets my best song on the album award, but Matilda hits WAY too hard for its own good.",anger
2022-05-20T05:09:06.000Z,my homeeeee,joy
2022-05-20T05:09:07.000Z,SPINING OUT WAITING FOR YOUUUUU PULL ME IIIIIIIN,surpise
2022-05-20T05:09:08.000Z,BOYFRIENDS EVERYWHERE FUCK YOU,joy
2022-05-20T05:09:09.000Z,okay so what tattoo can i get out of this album?,joy
2022-05-20T05:09:08.000Z,stream by 🏠💜,joy
2022-05-20T05:09:09.000Z,slays,surpise
2022-05-20T05:09:09.000Z,SUSHI ALL THE WAY,joy
2022-05-20T05:09:09.000Z,Literally me,joy
2022-05-20T05:09:10.000Z,I wish I was his Satellite 🛰,joy
2022-05-20T05:09:10.000Z,Top 5 - Music For a Sushi Restaurant - Satellite - Matilda - Daydreaming - Love of my life / Cinema,joy
2022-05-20T05:09:10.000Z,Finally someone heard it😂🤣I thought I was tripping lmao. Both are amazing tho🔥,surpise
2022-05-20T05:09:10.000Z,i fucking loved evert second of,joy
2022-05-20T05:09:11.000Z,• Like ✅ X Didnt liked ❌ Music for a sushi restaurant ❌ Late Night Talking ❌ GrapeJuice ❌ As It Was ✅ Daylight ✅ Little Freak ✅ Matilda ✅ Cinema❌ Daydreaming ❌ Keep Driving ❌ Satélite ❌ Boyfriends✅ Love of my life ✅,fear
2022-05-20T05:09:10.000Z,‘if i was a bluebird i would fly to you you’ll be the spoon dip you in honey so i could be sticking to you’ has the same effect on me as ‘i couldn’t want you anymore kiss in the kitchen like it’s a dance floor’,fear
2022-05-20T05:09:11.000Z,ok but it's also incredibly beautiful and very satellite-y,joy
2022-05-20T05:09:12.000Z,unwell but my thought process whilst listening to,surpise
2022-05-20T05:09:12.000Z,DIP YOU IN HONEY SO I CAN BE STICKIN TO YOU,joy
2022-05-20T05:09:12.000Z,Dios mio Love of my life 😭😭😭😭😭😭,joy
2022-05-20T05:09:12.000Z,"Just finished and I'm blown away. I hear so many 70s techno funk influences but they compliment, not mask his sound. He's truly developing his own. I'll have a 2.5 hours drive tomorrow to dive deep listen. Can't wait.",fear
2022-05-20T05:09:13.000Z,VIENE BOYFRIENDS AAAAAAAAAA,joy
2022-05-20T05:09:13.000Z,the best part about album release night is thinking about the fact that thousands and millions of other people are listening to the same exact music as you at that moment,surpise
2022-05-20T05:09:14.000Z,"daylight, love of my life, matilda",joy
2022-05-20T05:09:14.000Z,guess you can't go inside harry's house,surpise
2022-05-20T05:09:14.000Z,"To all the Boyfriends out there, fuck you",joy
2022-05-20T05:09:14.000Z,Late night talking sounds even more great in studio version. He’s out for my neck for real,sadness
2022-05-20T05:09:15.000Z,listen to Cinema by Harry Styles,fear
2022-05-20T05:09:15.000Z,Is Harry gonna pay for my therapy?,fear
2022-05-20T05:09:15.000Z,"STOPPPP this is so cute and true the whole time listening i was like ""he sounds so in love"" HELP",joy
2022-05-20T05:09:16.000Z,NO BUT BYE,joy
2022-05-20T05:09:16.000Z,"mhm, im home 🤍",sadness
2022-05-20T05:09:16.000Z,i’m so beyond obsessed and i’m a complete emotional wreck,sadness
2022-05-20T05:09:16.000Z,Sorry babessss,sadness
2022-05-20T05:09:16.000Z,hld please charge your phone,joy
2022-05-20T05:09:16.000Z,Satellite 😭💌,joy
2022-05-20T05:09:16.000Z,And by the grace of god (and I get to hear these all live tomorrow 😭🏠,surpise
2022-05-20T05:09:16.000Z,is a material maybe a strong contender of AOTY.,joy
2022-05-20T05:09:16.000Z,That man wrote Matilda and expected me to be okay after it?????,joy
2022-05-20T05:09:17.000Z,"this song is for me, and for all the girlies who dress like they would’ve robbed their mother’s closet in the 80s blind",fear
2022-05-20T05:09:18.000Z,music for a sushi restaurant and matilda,joy
2022-05-20T05:09:19.000Z,If I was a blue bird I would fly to you 🦋,anger
2022-05-20T05:09:19.000Z,The intro to satellite,joy
